compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status
Remikiren,NA,Direct renin inhibitor,Renin,Hypertension,Phase 2,NA,mid-to-late 1990s,Poor bioavailability / short half-life cited as key limitation for development,clinical_failure,Cardiovascular,pk_adme,poor_bioavailability,Discontinued for PK/ADME,CC(C)(C)S(=O)(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC3CCCCC3)[C@H]([C@H](C4CC4)O)O,UXIGZRQVLGFTOU-VQXQMPIVSA-N,6324659,OK
Zankiren,NA,Direct renin inhibitor,Renin,Hypertension,Phase 2,NA,2013,Poor bioavailability / very short half-life cited as key limitation for development,clinical_failure,Cardiovascular,pk_adme,poor_bioavailability,Discontinued for PK/ADME,CC(C)C[C@@H]([C@@H]([C@H](CC1CCCCC1)NC(=O)[C@H](CC2=CSC=N2)NC(=O)[C@H](CC3=CC=CC=C3)CS(=O)(=O)N4CCN(CC4)C)O)O,YFDSDRDMDDGDFC-HOQQKOLYSA-N,3086652,OK
C00052,CGP38560A (C00052),Direct renin inhibitor,Renin,Hypertension,Phase 1/2,NA,late 1980s- early 1090s,Not satisfactory clinically; poor bioavailability and/or very short half-life cited for early renin inhibitors,clinical_failure,Cardiovascular,pk_adme,poor_bioavailability,Discontinued for PK/ADME,C1=CN(C(=O)NC1=O)C2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O,HSCJRCZFDFQWRP-WBRQRZOHSA-N,23724458,OK
Terlakiren,NA,Direct renin inhibitor,Renin,Hypertension,Phase 2,NA,2011,Early renin inhibitor with development hindered by absorption/bioavailability constraints (class-linked),clinical_failure,Cardiovascular,pk_adme,poor_bioavailability,Discontinued for PK/ADME,CC(C)OC(=O)[C@@H]([C@H](CC1CCCCC1)NC(=O)[C@H](CSC)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)N3CCOCC3)O,UZQBKCWYZBHBOW-YIPNQBBMSA-N,64922,OK
DPC-961,NA,NNRTI,HIV-1 Reverse Transcriptase,HIV infection,Phase 1/2,NA,2003,Low solubility; oral absorption sensitive to formulation/food effects (development-limiting PK/biopharm),clinical_failure,Infectious,pk_adme,poor_bioavailability,Discontinued for PK/ADME,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)N2)C(F)(F)F,JJWJSIAJLBEMEN-ZDUSSCGKSA-N,474120,OK
DPC-963,NA,NNRTI,HIV-1 Reverse Transcriptase,HIV infection,Phase 1/2,NA,2000,Development discontinued; biotransformation/clearance and reactive metabolite concerns reported in metabolism studies,clinical_failure,Infectious,pk_adme,metabolism_clearance_liability,Discontinued for PK/ADME,C1CC1C#C[C@]2(C3=C(C=CC(=C3F)F)NC(=O)N2)C(F)(F)F,QCNJQJJFXFJVCX-ZDUSSCGKSA-N,474121,OK
Capravirine,Capravirine (AG1549),NNRTI,HIV-1 Reverse Transcriptase,HIV infection,Phase 2,NA,2005,Development discontinued; complicated drug-drug interactions (PK/DDI constraints) made regimen integration difficult,clinical_failure,Infectious,pk_adme,ddi_pk_liability,Discontinued for PK/ADME,CC(C)C1=C(N(C(=N1)COC(=O)N)CC2=CC=NC=C2)SC3=CC(=CC(=C3)Cl)Cl,YQXCVAGCMNFUMQ-UHFFFAOYSA-N,1783,OK
alovudine,NA,Nucleoside analog,Viral DNA polymerase,HIV infection,Phase 2,NA,2005,Dose-limiting toxicity (reported hematologic/bone marrow suppression),clinical_failure,Infectious,tox_safety,hematologic_toxicity,Discontinued for safety/tox,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)F,UXCAQJAQSWSNPQ-XLPZGREQSA-N,33039,OK
aplaviroc hydrochloride,NA,CCR5 antagonist,C-C chemokine receptor type 5 (CCR5),HIV infection,Phase 2,NA,2006,Hepatotoxicity (liver injury signals),clinical_failure,Infectious,tox_safety,hepatotoxicity,Discontinued for safety/tox,CCCCN1C(=O)[C@H](NC(=O)C12CCN(CC2)CC3=CC=C(C=C3)OC4=CC=C(C=C4)C(=O)O)[C@@H](C5CCCCC5)O.Cl,QNNBMSGFNQRUEH-PQQSRXGVSA-N,6918686,OK
asoprisnil,NA,Selective progesterone receptor modulator (SPRM),Progesterone Receptor (selective modulation),Uterine fibroids; endometriosis (studied),Phase 3,NA,2009,Endometrial changes (PAEC) raised safety/regulatory concerns,clinical_failure,Reproductive,tox_safety,endometrial_safety,Discontinued for safety/tox,C[C@]12C[C@@H](C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(COC)OC)C5=CC=C(C=C5)/C=N/O,GJMNAFGEUJBOCE-MEQIQULJSA-N,9577221,OK
AZD-4017,NA,11b-HSD1 inhibitor,11beta-hydroxysteroid dehydrogenase type 1,Metabolic disease (studied),Phase 2,NA,2021,Efficacy issues,clinical_failure,Metabolic,efficacy,efficacy_failure,Discontinued for efficacy,CCCSC1=C(C=CC(=N1)N2CCC[C@H](C2)CC(=O)O)C(=O)NC3CCCCC3,NCDZABJPWMBMIQ-INIZCTEOSA-N,24946280,OK
AZD-4901,NA,NK3 receptor (TACR3) antagonist,Neurokinin 3 (NK3) receptor,Menopausal vasomotor symptoms (hot flushes),Phase 2,NA,2017,transient elevations of liver transaminase enzymes,clinical_failure,Endocrine,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)NS(=O)(=O)C,QYTBBBAHNIWFOD-NRFANRHFSA-N,23649245,OK
balapiravir,NA,HCV nucleoside prodrug (NS5B polymerase inhibitor class),HCV NS5B RNA-dependent RNA polymerase,Hepatitis C,Phase 2,NA,2011,Lymphopenia / hematologic toxicity reported in trials,clinical_failure,Infectious,tox_safety,hematologic_toxicity,Discontinued for safety/tox,CC(C)C(=O)OC[C@@]1([C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)OC(=O)C(C)C)OC(=O)C(C)C)N=[N+]=[N-],VKXWOLCNTHXCLF-DXEZIKHYSA-N,11691726,OK
GLPG-1690,NA,Autotaxin inhibitor,Autotaxin (ENPP2),Idiopathic pulmonary fibrosis,Phase 3,NA,2021,Safety signal prompted termination of Phase III,clinical_failure,Respiratory,tox_safety,risk_benefit_unfavorable,Discontinued for safety/tox,CCC1=C(N2C=C(C=C(C2=N1)C)N3CCN(CC3)CC(=O)N4CC(C4)O)N(C)C5=NC(=C(S5)C#N)C6=CC=C(C=C6)F,REQQVBGILUTQNN-UHFFFAOYSA-N,90420193,OK
GSK-2983559,NA,RIPK2 inhibitor,Receptor-interacting serine/threonine-protein kinase 2 (RIPK2),Inflammatory disease (studied),Phase 1,NA,2019,"Non-clinical toxitity (preclinical studies, narrow safety thresholds/reduced safety margins",clinical_failure,Immunology,tox_safety,risk_benefit_unfavorable,Discontinued for safety/tox,CC(C)(C)S(=O)(=O)C1=C(C=C2C(=C1)C(=NC=N2)NC3=CC4=C(C=C3)SC=N4)OCCOP(=O)(O)O,MJLYDVMFNHZMLV-UHFFFAOYSA-N,73386708,OK
HT-2157,NA,GALR3 antagonist,Galanin receptor type 3 (GALR$_3$),Anxiety / mood disorders (studied),Phase 1/2,NA,2012,"Cell Toxicity, non-receptor-mediated toxicity",clinical_failure,CNS,tox_safety,non-cell-specific_toxicity,Discontinued for safety/tox,C1=CC=C(C=C1)N2C3=CC=CC=C3C(=NC4=CC=CC(=C4)C(F)(F)F)C2=O,TXCGMRVPXUBHAL-UHFFFAOYSA-N,1471834,OK
KRP-297,NA,Dual PPARa/y agonist,Peroxisome proliferator-activated receptors _ and _,Type 2 diabetes / metabolic disease,Phase 2,NA,2004,hemangiosarcoma,clinical_failure,Metabolic,tox_safety,tumorigenecity_toxicity,Discontinued for safety/tox,COC1=C(C=C(C=C1)CC2C(=O)NC(=O)S2)C(=O)NCC3=CC=C(C=C3)C(F)(F)F,NFFXEUUOMTXWCX-UHFFFAOYSA-N,151183,OK
lidorestat,NA,Aldose reductase inhibitor,Aldose reductase,Diabetic complications (studied),Phase 1/2,NA,2003,Liver toxicity,clinical_failure,Cardiovascular,tox_safety,hepatotoxicity,Discontinued for safety/tox,C1=CC=C2C(=C1)C(=CN2CC(=O)O)CC3=NC4=C(C(=CC(=C4S3)F)F)F,KYHVTMFADJNSGS-UHFFFAOYSA-N,157839,OK
MK-0893,NA,Glucagon receptor (GCGR) antagonist,Glucagon receptor (GCGR),Type 2 diabetes,Phase 2,NA,2016,dose-dependent increases in liver enzymes (ALT) and LDL-cholesterol,clinical_failure,Metabolic,tox_safety,hepatotoxicity,Discontinued for safety/tox,C[C@@H](C1=CC=C(C=C1)C(=O)NCCC(=O)O)N2C(=CC(=N2)C3=CC(=CC(=C3)Cl)Cl)C4=CC5=C(C=C4)C=C(C=C5)OC,DNTVJEMGHBIUMW-IBGZPJMESA-N,11570626,OK
MMV-390048,NA,PI4K inhibitor (antimalarial),Phosphatidylinositol 4-kinase (PI4K),Malaria,Phase 1/2,NA,2020,"adverse developmental toxicity (teratogenicity), specifically diaphragmatic hernias and cardiovascular malformations",clinical_failure,Infectious,tox_safety,developmental_toxicity,Discontinued for safety/tox,CS(=O)(=O)C1=CC=C(C=C1)C2=CC(=C(N=C2)N)C3=CN=C(C=C3)C(F)(F)F,RTJQABCNNLMCJF-UHFFFAOYSA-N,53311393,OK
nesbuvir,NA,HCV NS5B polymerase inhibitor (non-nucleoside),HCV NS5B RNA-dependent RNA polymerase (Non-nucleoside),Hepatitis C,Phase 2,NA,2011,did not demonstrate enough potency,clinical_failure,Infectious,efficacy,efficacy_failure,Discontinued for efficacy,CNC(=O)C1=C(OC2=CC(=C(C=C21)C3CC3)N(CCO)S(=O)(=O)C)C4=CC=C(C=C4)F,WTDWVLJJJOTABN-UHFFFAOYSA-N,11561383,OK
olodanrigan,NA,AT2R antagonist,Angiotensin II type 2 (AT2) receptor,Neuropathic pain,Phase 2,NA,2016,Preclinical toxicology findings led to program halt,clinical_failure,CNS,tox_safety,preclinical_tox_signal,Discontinued for safety/tox,COC1=C(C2=C(CN([C@@H](C2)C(=O)O)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4)C=C1)OCC5=CC=CC=C5,GHBCIXGRCZIPNQ-MHZLTWQESA-N,9937291,OK
pafuramidine,NA,Antiparasitic prodrug (diamidine),DNA minor groove (converted to furamidine),African trypanosomiasis (HAT),Phase 3,NA,2008,Delayed renal toxicity and liver injury concerns,clinical_failure,Infectious,tox_safety,renal_toxicity,Discontinued for safety/tox,CO/N=C(\N)/C1=CC=C(C=C1)C2=CC=C(O2)C3=CC=C(C=C3)/C(=N/OC)/N,UKOQVLAXCBRRGH-UHFFFAOYSA-N,5480200,OK
SR-146131,NA,CCK-A receptor agonist,Cholecystokinin A (CCK-A) receptor,Obesity/metabolic disease (studied),Phase 1/2,NA,early 2000s,"Not provide significant weight loss advantages over, for example, dieting alone, and caused adverse gastrointestinal side effects",clinical_failure,Metabolic,efficacy,efficacy_failure,Discontinued for efficacy,CC1=CC(=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=C(S3)CCC4CCCCC4)C5=CC(=C(C=C5OC)Cl)OC)C,NFDFTMICKVDYLQ-UHFFFAOYSA-N,9852833,OK
SSR-180711,NA,Nicotinic acetylcholine receptor modulator,_7_ nicotinic acetylcholine receptor,CNS disorders (studied),Phase 2,NA,2008,"The trials were terminated due to ""insufficient expected benefit and risk"".",clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1CN2CCC1N(CC2)C(=O)OC3=CC=C(C=C3)Br,RXLOZRCLQMJJLC-UHFFFAOYSA-N,9797360,OK
TBA-354,NA,Nitroimidazole (anti-tuberculosis),Deazaflavin-dependent nitroreductase (Ddn),Tuberculosis,Phase 1,NA,2016,Preclinical toxicity signals halted development,clinical_failure,Infectious,tox_safety,neurotoxicity,Discontinued for safety/tox,C1[C@@H](COC2=NC(=CN21)[N+](=O)[O-])OCC3=CN=C(C=C3)C4=CC=C(C=C4)OC(F)(F)F,ZXSGSFMORAILEY-HNNXBMFYSA-N,49836057,OK
tesaglitazar,NA,PPARa/y agonist,Peroxisome proliferator-activated receptors _ and _,Type 2 diabetes / dyslipidemia,Phase 3,NA,2006,Renal safety concerns / creatinine increases; overall risk/benefit,clinical_failure,Metabolic,tox_safety,renal_toxicity,Discontinued for safety/tox,CCO[C@@H](CC1=CC=C(C=C1)OCCC2=CC=C(C=C2)OS(=O)(=O)C)C(=O)O,CXGTZJYQWSUFET-IBGZPJMESA-N,208901,OK
